Booking_ID,Ticket_Price,Distance_km,Flight_Duration_hr,Passenger_Age,Airline,Travel_Class,Departure_City,Payment_Method
FB3194,732.75,8395.6,6.06,22,E Airlines,First,New York,Debit Card
FB3195,2345.87,2123.5,23.27,48,E Airlines,Business,New York,PayPal
FB3196,2409.72,3148.3,18.08,50,E Airlines,Business,New York,Credit Card
FB3197,4349.91,10153.7,19.19,71,Q Airways,First,Paris,Debit Card
FB3198,2823.91,2748.9,5.44,21,B Airways,First,Delhi,Net Banking
FB3199,2025.92,1148.5,6.24,23,Q Airways,First,Dubai,UPI
FB3200,4888.64,8528.4,13.27,40,S Airlines,Business,Singapore,UPI
FB3201,731.46,5009.6,4.72,62,E Airlines,Economy,Paris,PayPal
FB3202,2228.23,11064.5,7.98,36,S Airlines,First,New York,Net Banking
FB3203,401.72,7908.0,8.38,60,Q Airways,Business,Mumbai,Debit Card
FB3204,3751.54,1357.9,4.41,62,E Airlines,First,New York,PayPal
FB3205,4606.77,11389.9,5.53,25,Q Airways,Business,Delhi,Credit Card
FB3206,1544.18,3325.1,19.82,56,E Airlines,First,London,PayPal
FB3207,4320.04,4245.4,4.6,30,Q Airways,Business,Frankfurt,Net Banking
FB3208,1602.65,5006.4,1.2,18,Airways,First,Paris,Net Banking
FB3209,4571.7,899.3,15.92,23,B Airways,Premium Economy,Mumbai,UPI
FB3210,3819.02,6109.2,24.41,24,B Airways,First,Dubai,Credit Card
FB3211,4063.55,1742.8,8.61,65,E Airlines,Business,Paris,UPI
FB3212,286.43,4991.4,3.41,79,Airways,First,Singapore,Debit Card
FB3213,4821.49,4403.3,14.47,44,S Airlines,Economy,Dubai,Debit Card
FB3214,3688.02,9342.2,22.71,32,Airways,First,Dubai,Cash
FB3215,1662.81,9697.1,19.71,69,E Airlines,First,Paris,Net Banking
FB3216,4181.09,2094.9,15.75,79,Airways,First,New York,Credit Card
FB3217,1551.3,4588.6,8.22,51,S Airlines,Economy,London,Credit Card
FB3218,4389.22,4668.2,13.78,75,E Airlines,Economy,London,UPI
FB3219,740.39,2071.5,2.74,74,B Airways,Economy,New York,PayPal
FB3220,3577.69,9641.9,17.13,40,Airways,Premium Economy,Paris,PayPal
FB3221,2795.35,8574.6,18.26,65,B Airways,Economy,New York,UPI
FB3222,663.37,2527.5,24.14,66,B Airways,Premium Economy,Paris,PayPal
FB3223,1361.09,4590.6,6.88,41,Q Airways,First,Paris,Credit Card
FB3224,259.54,1537.9,0.95,32,S Airlines,Premium Economy,Frankfurt,UPI
FB3225,2450.09,7650.0,13.87,52,Airways,First,Frankfurt,PayPal
FB3226,1646.07,1720.1,17.82,21,B Airways,Premium Economy,Singapore,Cash
FB3227,3072.12,11835.4,19.86,61,B Airways,Economy,Delhi,Net Banking
FB3228,1626.74,9434.0,5.25,54,S Airlines,Economy,Dubai,Cash
FB3229,1639.61,4865.8,6.91,34,B Airways,Premium Economy,Paris,PayPal
FB3230,3767.33,7069.2,13.06,48,B Airways,Premium Economy,Frankfurt,Debit Card
FB3231,431.09,10962.7,8.6,55,B Airways,Economy,Delhi,Credit Card
FB3232,4533.9,6783.0,21.58,27,B Airways,First,Singapore,Cash
FB3233,4290.87,2341.6,12.11,71,Q Airways,First,Dubai,Cash
FB3234,3405.46,4730.8,20.09,67,Q Airways,First,Delhi,UPI
FB3235,3047.46,10164.8,14.73,44,E Airlines,First,Dubai,UPI
FB3236,4483.05,7837.3,19.44,59,Airways,Business,New York,UPI
FB3237,1089.58,7913.5,8.65,23,S Airlines,First,London,PayPal
FB3238,579.05,10441.8,20.87,73,E Airlines,Business,Paris,Debit Card
FB3239,1349.65,10759.5,7.23,23,Q Airways,Business,New York,Cash
FB3240,4013.98,11061.6,13.88,69,Q Airways,Economy,London,Net Banking
FB3241,366.42,1409.7,5.74,32,Q Airways,Economy,Mumbai,UPI
FB3242,2997.47,6666.3,12.15,21,E Airlines,Premium Economy,Singapore,Debit Card
FB3243,4978.1,8964.0,8.3,74,Q Airways,First,Paris,PayPal
FB3244,4307.34,9156.0,7.03,65,E Airlines,First,New York,Debit Card
FB3245,2702.94,7398.6,24.19,71,Q Airways,Economy,Delhi,UPI
FB3246,505.48,2251.4,4.42,73,B Airways,Economy,Dubai,Credit Card
FB3247,4190.59,9629.8,19.79,57,B Airways,Economy,Frankfurt,Cash
FB3248,3075.1,8725.3,24.61,24,Airways,Premium Economy,Mumbai,UPI
FB3249,751.68,1307.8,0.99,68,Q Airways,First,Singapore,Net Banking
FB3250,650.51,5726.6,17.63,75,Airways,Premium Economy,Singapore,Cash
FB3251,4566.21,2335.5,6.7,66,E Airlines,Business,Singapore,Debit Card
FB3252,3412.16,4248.5,1.49,70,Airways,Business,Delhi,Net Banking
FB3253,4180.58,511.5,10.37,62,Q Airways,First,New York,Cash
FB3254,4419.1,4983.9,23.41,64,E Airlines,Economy,Paris,Net Banking
FB3255,2944.51,6733.6,0.79,43,E Airlines,Economy,London,Debit Card
FB3256,2683.74,7549.1,14.9,75,B Airways,Premium Economy,Mumbai,UPI
FB3257,2266.05,8062.8,12.78,48,E Airlines,Business,New York,Net Banking
FB3258,1721.34,10084.6,21.9,19,E Airlines,Business,Delhi,UPI
FB3259,2286.06,2820.9,2.56,45,Airways,First,Dubai,Debit Card
FB3260,3914.62,1709.6,17.2,59,E Airlines,Business,Delhi,Debit Card
FB3261,3089.23,10263.0,17.16,30,S Airlines,Economy,Dubai,Net Banking
FB3262,4484.11,2132.4,16.89,35,B Airways,Economy,Dubai,Net Banking
FB3263,2328.22,11704.7,23.59,47,B Airways,Economy,Singapore,Debit Card
FB3264,3114.03,10157.7,20.67,72,E Airlines,First,Delhi,Net Banking
FB3265,3230.28,6160.3,1.53,28,Airways,Premium Economy,London,Net Banking
FB3266,3040.15,11782.6,12.04,30,B Airways,Business,Dubai,Net Banking
FB3267,3572.64,1439.3,10.25,68,B Airways,First,Frankfurt,PayPal
FB3268,1339.68,3845.9,8.1,78,S Airlines,Premium Economy,Singapore,Net Banking
FB3269,2659.35,7767.2,11.56,41,E Airlines,First,London,Cash
FB3270,700.28,4395.1,9.91,74,B Airways,Business,New York,Debit Card
FB3271,2045.65,11162.0,11.09,79,B Airways,Economy,New York,Debit Card
FB3272,2540.8,1067.8,24.49,46,B Airways,Premium Economy,New York,Credit Card
FB3273,3330.68,6728.1,2.67,73,B Airways,Premium Economy,Delhi,UPI
FB3274,4762.55,7213.1,23.09,71,Airways,First,London,Credit Card
FB3275,3083.13,7936.9,12.27,22,Q Airways,First,Delhi,Net Banking
FB3276,3769.25,3291.3,15.78,52,S Airlines,Economy,Dubai,Net Banking
FB3277,2630.08,4565.4,20.84,36,Airways,First,New York,Cash
FB3278,3243.7,10171.1,9.33,72,S Airlines,Business,Mumbai,Cash
FB3279,540.47,2580.8,11.05,30,B Airways,Business,Mumbai,Cash
FB3280,1421.08,9974.4,10.53,22,S Airlines,Business,New York,Cash
FB3281,1936.89,6883.1,9.68,61,E Airlines,Business,Paris,Cash
FB3282,2467.97,9217.6,23.18,31,E Airlines,Economy,Paris,Cash
FB3283,419.11,8649.2,20.81,55,Q Airways,Economy,Dubai,Cash
FB3284,872.12,2727.9,3.17,79,Q Airways,Economy,London,Cash
FB3285,1528.71,6955.1,3.15,39,S Airlines,First,Delhi,PayPal
FB3286,4863.36,10452.4,10.98,26,Airways,Economy,New York,Cash
FB3287,1790.47,5355.8,2.92,66,Airways,Premium Economy,Mumbai,Debit Card
FB3288,2513.8,11609.1,15.67,57,B Airways,Premium Economy,New York,Cash
FB3289,1141.27,5590.9,4.02,43,Airways,Premium Economy,Delhi,UPI
FB3290,3131.74,1970.6,13.3,62,Q Airways,First,Dubai,Cash
FB3291,1547.28,4856.4,0.68,78,Airways,First,London,PayPal
FB3292,1193.56,11434.9,8.26,22,B Airways,Economy,Frankfurt,Net Banking
FB3293,2679.55,4040.7,17.09,46,E Airlines,Business,Delhi,PayPal
FB3294,226.43,10456.7,12.36,71,Airways,Premium Economy,New York,PayPal
FB3295,236.79,10610.6,24.47,39,Airways,First,London,Net Banking
FB3296,1251.53,4397.2,21.92,66,Q Airways,Premium Economy,Frankfurt,Cash
FB3297,376.26,1274.1,9.3,20,S Airlines,Economy,Mumbai,Cash
FB3298,718.52,8777.3,1.61,45,E Airlines,First,Delhi,Net Banking
FB3299,1826.53,3944.7,21.22,55,S Airlines,Business,Singapore,UPI
FB3300,4052.41,9460.2,22.83,31,B Airways,Business,Mumbai,Credit Card
FB3301,2945.83,5479.1,20.61,64,B Airways,First,London,Debit Card
FB3302,2660.81,5977.6,3.63,31,S Airlines,Business,Dubai,Net Banking
FB3303,1608.75,9401.5,24.95,60,Q Airways,Economy,Singapore,Cash
FB3304,4672.42,4773.7,6.84,28,Q Airways,Business,Paris,Debit Card
FB3305,2105.67,5484.6,18.24,26,Q Airways,Premium Economy,Delhi,Cash
FB3306,618.05,4701.4,22.75,55,E Airlines,Premium Economy,New York,Credit Card
FB3307,3161.92,4597.9,6.27,64,B Airways,Premium Economy,Paris,Credit Card
FB3308,746.42,6453.6,22.75,61,B Airways,First,Mumbai,Net Banking
FB3309,1857.07,9763.0,8.08,78,B Airways,First,New York,Debit Card
FB3310,2635.58,4532.7,24.42,23,E Airlines,First,Delhi,PayPal
FB3311,4396.27,6433.8,7.39,18,B Airways,First,Delhi,Debit Card
FB3312,2569.02,8147.5,23.86,42,S Airlines,First,Singapore,PayPal
FB3313,3570.84,3452.4,1.81,33,Airways,Economy,Singapore,Credit Card
FB3314,4965.52,3547.0,17.88,69,E Airlines,First,Singapore,Cash
FB3315,831.15,11220.9,13.54,32,Airways,Business,Singapore,PayPal
FB3316,1518.71,8765.4,12.21,51,S Airlines,Economy,Dubai,PayPal
FB3317,2093.97,7053.1,5.98,34,Q Airways,First,New York,Net Banking
FB3318,2224.78,7878.3,17.79,20,Q Airways,Business,New York,UPI
FB3319,2172.9,642.8,5.17,20,Q Airways,Economy,London,Credit Card
FB3320,4556.53,7531.8,14.04,54,E Airlines,Premium Economy,Singapore,PayPal
FB3321,3627.36,6261.3,6.7,34,Q Airways,Economy,Mumbai,Credit Card
FB3322,3117.95,6685.3,23.91,72,E Airlines,First,New York,Net Banking
FB3323,1684.99,4505.3,1.2,78,E Airlines,Economy,Delhi,Cash
FB3324,4154.19,1253.2,5.39,66,Airways,Economy,Paris,Debit Card
FB3325,4784.29,2562.1,6.44,69,Q Airways,Premium Economy,Singapore,Credit Card
FB3326,4141.75,11423.7,10.64,55,B Airways,Economy,Mumbai,Net Banking
FB3327,207.51,5081.8,6.2,18,Q Airways,Economy,Dubai,Net Banking
FB3328,3254.73,5760.2,12.54,24,Q Airways,Premium Economy,Mumbai,Net Banking
FB3329,445.45,916.7,21.88,43,Q Airways,First,Paris,Debit Card
FB3330,1436.51,739.5,17.95,64,B Airways,Business,Paris,Credit Card
FB3331,485.72,8691.0,14.71,56,B Airways,Economy,Mumbai,PayPal
FB3332,3098.22,6595.7,2.68,36,E Airlines,Premium Economy,Dubai,Net Banking
FB3333,3495.63,6251.9,17.5,69,B Airways,Economy,New York,Debit Card
FB3334,749.54,3144.6,4.58,71,E Airlines,First,Paris,Cash
FB3335,2042.43,9013.6,19.77,47,Airways,First,Dubai,UPI
FB3336,2389.94,2268.4,6.63,60,E Airlines,Premium Economy,Delhi,Credit Card
FB3337,1971.45,2522.2,10.72,72,Q Airways,Business,Singapore,Debit Card
FB3338,780.92,5690.3,9.09,31,S Airlines,Business,Paris,UPI
FB3339,2210.95,3649.5,21.54,30,S Airlines,Economy,Mumbai,UPI
FB3340,3805.65,3195.3,3.6,37,Q Airways,Premium Economy,New York,Debit Card
FB3341,540.84,7849.3,14.36,43,E Airlines,Business,London,PayPal
FB3342,584.86,7916.4,3.98,44,Q Airways,First,London,PayPal
FB3343,1902.9,9946.8,17.77,42,B Airways,Business,Frankfurt,Debit Card
FB3344,4720.28,5187.2,22.67,26,E Airlines,Premium Economy,Delhi,Debit Card
FB3345,3409.15,1155.1,11.15,58,Q Airways,First,London,Net Banking
FB3346,3457.62,3501.9,12.46,65,B Airways,Economy,Delhi,Cash
FB3347,1937.22,11766.1,23.22,29,B Airways,First,New York,PayPal
FB3348,3049.57,7276.2,13.26,27,E Airlines,Business,Singapore,Net Banking
FB3349,248.63,8603.9,12.45,23,Airways,Business,Frankfurt,UPI
FB3350,3253.26,386.1,14.67,67,Airways,Business,Delhi,UPI
FB3351,4583.78,6363.0,17.39,51,B Airways,Economy,Dubai,UPI
FB3352,3140.35,739.1,3.12,76,Airways,Business,Dubai,Debit Card
FB3353,4393.75,6960.0,20.62,69,B Airways,Premium Economy,Frankfurt,Credit Card
FB3354,3675.07,11073.0,11.17,58,Airways,Economy,New York,Net Banking
FB3355,778.68,11630.5,2.27,36,B Airways,First,New York,Credit Card
FB3356,4531.78,6624.5,19.76,23,B Airways,Business,Dubai,Cash
FB3357,518.93,5661.0,9.74,19,B Airways,Premium Economy,Paris,Cash
FB3358,2763.04,11356.7,2.96,32,B Airways,Premium Economy,Dubai,Net Banking
FB3359,882.26,8181.2,16.03,34,S Airlines,Economy,Dubai,UPI
FB3360,256.19,1059.3,22.06,33,Airways,Premium Economy,New York,PayPal
FB3361,2225.76,5749.0,22.25,45,B Airways,Economy,Dubai,Cash
FB3362,1616.2,3110.9,23.96,38,Q Airways,Economy,Dubai,Credit Card
FB3363,2532.8,5796.7,21.76,25,E Airlines,Economy,Paris,Credit Card
FB3364,2970.56,5628.9,0.55,27,Q Airways,First,Dubai,PayPal
FB3365,409.95,7111.1,9.82,27,Q Airways,First,Dubai,Debit Card
FB3366,790.42,4474.2,20.55,67,S Airlines,Premium Economy,Singapore,UPI
FB3367,2881.48,2222.0,9.47,27,Airways,First,New York,Debit Card
FB3368,1847.2,6193.5,15.24,26,S Airlines,Economy,New York,Net Banking
FB3369,3700.03,10013.4,15.35,45,Airways,Economy,Paris,Cash
FB3370,3331.0,8068.9,9.44,41,B Airways,First,Dubai,PayPal
FB3371,4258.9,4258.9,22.66,36,S Airlines,Premium Economy,Delhi,PayPal
FB3372,3523.97,11245.6,12.83,50,E Airlines,Economy,Frankfurt,PayPal
FB3373,2263.67,10972.8,11.89,21,Airways,First,New York,Debit Card
FB3374,3430.24,2749.4,24.94,73,S Airlines,Business,Singapore,Debit Card
FB3375,1521.83,761.2,12.59,20,E Airlines,Premium Economy,Paris,Net Banking
FB3376,1670.3,8973.3,4.87,59,Q Airways,Premium Economy,London,Credit Card
FB3377,3987.13,9983.0,13.07,29,B Airways,Premium Economy,Mumbai,Credit Card
FB3378,2342.81,11624.0,20.44,35,B Airways,Business,Paris,Net Banking
FB3379,4032.23,10711.1,19.53,40,Q Airways,Economy,Frankfurt,PayPal
FB3380,4147.63,7326.3,19.82,37,S Airlines,Premium Economy,Singapore,Credit Card
FB3381,4316.3,6501.6,17.85,23,Q Airways,First,Dubai,Net Banking
FB3382,4599.85,625.7,6.73,70,E Airlines,Premium Economy,Singapore,Credit Card
FB3383,2268.73,3185.9,21.62,51,Airways,First,Mumbai,Net Banking
FB3384,1730.56,5677.5,22.39,59,S Airlines,Premium Economy,Mumbai,Credit Card
FB3385,2994.55,7653.5,5.26,19,Airways,First,Paris,PayPal
FB3386,1981.63,6819.8,3.7,47,Q Airways,First,Dubai,Debit Card
FB3387,3085.16,8988.8,24.4,26,B Airways,First,Dubai,Debit Card
FB3388,3586.81,3573.3,21.77,44,Airways,Business,Delhi,PayPal
FB3389,3504.34,6909.9,22.38,59,Airways,Business,Mumbai,Credit Card
FB3390,1997.85,1331.3,22.22,51,B Airways,Business,Dubai,PayPal
FB3391,1000.93,5139.9,13.77,57,Airways,Economy,Mumbai,Net Banking
FB3392,2266.54,9076.9,16.34,41,Airways,First,New York,Debit Card
FB3393,884.45,8412.8,13.86,66,B Airways,Economy,Delhi,Cash
FB3394,4472.47,11890.5,1.75,34,B Airways,Business,London,Credit Card
FB3395,1860.21,3551.3,18.76,46,Q Airways,First,Mumbai,Cash
FB3396,941.41,6128.8,12.88,53,Q Airways,Economy,New York,Cash
FB3397,322.15,4155.5,16.37,67,Airways,Business,New York,UPI
FB3398,3299.95,5455.1,12.81,29,S Airlines,Economy,New York,Cash
FB3399,3257.13,10326.3,12.55,48,Q Airways,Economy,Delhi,Cash
FB3400,1834.9,8305.2,4.71,66,Q Airways,Business,Delhi,PayPal
FB3401,544.22,10624.6,7.33,26,S Airlines,First,Frankfurt,UPI
FB3402,2166.22,2681.1,4.39,78,S Airlines,Premium Economy,Delhi,UPI
FB3403,1693.84,10518.3,5.29,36,B Airways,Premium Economy,Singapore,UPI
FB3404,3450.18,999.2,24.34,63,Q Airways,Economy,Paris,Net Banking
FB3405,3107.74,10696.6,4.25,63,E Airlines,Economy,Dubai,UPI
FB3406,1950.05,4150.2,7.1,79,E Airlines,Economy,Mumbai,PayPal
FB3407,1245.88,3980.7,14.97,34,Airways,First,Paris,Net Banking
FB3408,4942.57,6291.4,15.45,19,Q Airways,Economy,Singapore,Credit Card
FB3409,2379.21,11306.1,4.27,57,E Airlines,Economy,Mumbai,Net Banking
FB3410,3503.72,859.0,19.95,22,Q Airways,Economy,Paris,Credit Card
FB3411,874.65,4421.1,19.74,76,Q Airways,Business,Singapore,UPI
FB3412,2530.83,10321.9,6.31,56,E Airlines,Premium Economy,New York,UPI
FB3413,332.18,4933.8,7.57,71,Q Airways,Premium Economy,Dubai,Credit Card
FB3414,2626.18,2630.1,23.48,78,S Airlines,Business,Delhi,Debit Card
FB3415,4827.28,5270.1,20.73,65,Airways,First,Paris,PayPal
FB3416,2044.19,4811.0,17.6,33,B Airways,First,New York,Net Banking
FB3417,387.18,11010.4,2.51,34,E Airlines,First,Paris,PayPal
FB3418,348.59,9214.6,10.75,71,B Airways,Business,New York,PayPal
FB3419,2062.34,6209.9,14.2,44,Airways,Premium Economy,Mumbai,Cash
FB3420,968.12,11863.9,5.09,24,S Airlines,Premium Economy,Delhi,UPI
FB3421,312.09,5743.7,11.48,69,S Airlines,Economy,Frankfurt,Net Banking
FB3422,3829.83,981.4,15.23,25,S Airlines,Premium Economy,Dubai,PayPal
FB3423,2400.91,3368.6,8.52,25,S Airlines,First,New York,Net Banking
FB3424,1588.37,5402.0,19.63,40,E Airlines,First,Mumbai,PayPal
FB3425,4520.4,2135.8,21.09,49,E Airlines,Economy,London,UPI
FB3426,757.47,11386.5,8.43,60,Q Airways,Economy,London,PayPal
FB3427,4788.41,9272.1,21.05,64,Q Airways,Premium Economy,London,Credit Card
FB3428,1707.04,3439.0,3.04,35,Airways,Economy,Dubai,UPI
FB3429,4464.34,7212.4,21.02,55,Q Airways,Economy,New York,Net Banking
FB3430,3094.13,8741.0,4.24,71,Airways,Business,London,Debit Card
FB3431,4168.2,11313.0,2.53,29,Airways,Premium Economy,Paris,PayPal
FB3432,4923.26,10615.1,16.22,32,Airways,First,Frankfurt,Credit Card
FB3433,1584.35,6327.7,12.06,45,S Airlines,Business,Mumbai,UPI
FB3434,4813.45,9363.4,22.74,72,B Airways,First,Frankfurt,Cash
FB3435,2069.51,6877.1,9.4,55,B Airways,Economy,Frankfurt,UPI
FB3436,2050.46,6766.6,7.54,67,E Airlines,Economy,Frankfurt,Net Banking
FB3437,1833.86,1642.5,12.77,73,Airways,First,Paris,Net Banking
FB3438,2798.76,1775.8,11.67,48,S Airlines,Business,London,Cash
FB3439,939.9,6495.5,8.94,69,Q Airways,Business,Frankfurt,Credit Card
FB3440,2857.82,3445.7,17.5,26,Q Airways,Business,New York,Net Banking
FB3441,2800.18,546.1,19.11,25,E Airlines,Economy,Frankfurt,Credit Card
FB3442,3857.13,8757.2,21.4,63,E Airlines,Premium Economy,Mumbai,Credit Card
FB3443,4201.52,680.1,24.33,36,Airways,Economy,New York,UPI
FB3444,2314.12,7264.7,7.03,68,Airways,First,Paris,Credit Card
FB3445,1651.2,6608.6,18.04,25,Q Airways,Business,Dubai,PayPal
FB3446,1444.81,11635.1,10.16,51,Q Airways,Premium Economy,Delhi,Net Banking
FB3447,1134.19,5965.3,17.09,74,Q Airways,Business,Paris,Net Banking
FB3448,476.71,1044.1,12.16,21,Q Airways,Economy,Singapore,Debit Card
FB3449,1843.75,6754.7,24.85,48,B Airways,Premium Economy,London,Credit Card
FB3450,1497.19,10140.8,18.36,55,Airways,Premium Economy,Singapore,Debit Card
FB3451,4838.8,11963.1,23.84,20,Airways,Economy,New York,UPI
FB3452,2877.0,5335.0,20.96,52,Q Airways,Business,Delhi,Debit Card
FB3453,1866.93,4047.5,22.62,36,S Airlines,Business,Dubai,Credit Card
FB3454,2986.24,10907.8,20.45,60,Q Airways,Business,Paris,Net Banking
FB3455,868.14,2537.5,11.75,46,E Airlines,Economy,Dubai,UPI
FB3456,2331.41,7500.5,6.67,27,S Airlines,First,Delhi,Credit Card
FB3457,3205.92,5046.9,9.57,29,E Airlines,First,Singapore,UPI
FB3458,2546.71,780.7,1.0,63,S Airlines,Business,Paris,Cash
FB3459,2128.54,4363.3,13.34,47,E Airlines,Premium Economy,London,Credit Card
FB3460,4970.47,3403.2,12.87,47,Q Airways,First,Mumbai,Cash
FB3461,4425.51,8327.3,13.37,77,Q Airways,Business,Frankfurt,Debit Card
FB3462,3192.35,11400.8,24.36,35,S Airlines,First,Dubai,Credit Card
FB3463,2933.01,3436.2,22.83,41,E Airlines,Business,New York,Cash
FB3464,3179.17,9794.2,4.46,49,B Airways,First,Delhi,PayPal
FB3465,1166.3,947.7,9.54,26,S Airlines,First,Paris,Net Banking
FB3466,2096.66,6596.0,10.89,64,S Airlines,Premium Economy,New York,Debit Card
FB3467,389.41,1125.4,9.33,41,Airways,Premium Economy,Singapore,Credit Card
FB3468,2482.62,11228.2,20.06,43,S Airlines,First,London,Credit Card
FB3469,2806.52,9266.3,13.34,20,B Airways,Business,New York,Net Banking
FB3470,1293.2,7998.0,14.52,40,Q Airways,Premium Economy,Singapore,Net Banking
FB3471,4827.34,9939.6,21.4,28,E Airlines,Economy,London,Cash
FB3472,4565.38,7876.0,20.25,27,Airways,Premium Economy,Paris,Cash
FB3473,3666.29,11636.6,3.74,67,E Airlines,First,Mumbai,Cash
FB3474,2760.26,8653.3,17.99,53,Q Airways,First,Mumbai,UPI
FB3475,4375.85,11118.5,11.17,77,S Airlines,Economy,New York,Debit Card
FB3476,827.13,6350.4,7.72,30,B Airways,Premium Economy,Frankfurt,Credit Card
FB3477,3994.45,1669.7,1.73,79,Airways,First,New York,Debit Card
FB3478,799.14,6479.7,12.44,46,B Airways,Economy,Delhi,Net Banking
FB3479,4012.21,1784.4,9.21,55,B Airways,Economy,Delhi,PayPal
FB3480,1523.68,7232.2,6.66,76,B Airways,Business,London,Debit Card
FB3481,4410.03,5945.2,17.52,70,B Airways,Premium Economy,London,Debit Card
FB3482,4731.4,7584.1,19.35,30,Q Airways,Premium Economy,London,Cash
FB3483,914.22,417.5,6.5,74,B Airways,Premium Economy,New York,Net Banking
FB3484,2420.84,2579.6,1.71,43,B Airways,First,London,Debit Card
FB3485,4908.74,6048.6,21.29,37,Q Airways,Economy,Frankfurt,Credit Card
FB3486,2520.36,11420.9,0.74,22,E Airlines,Business,New York,Cash
FB3487,4345.03,4788.2,23.46,37,Q Airways,Premium Economy,Paris,Debit Card
FB3488,3025.91,5265.2,15.88,31,S Airlines,Business,Paris,Net Banking
FB3489,2001.58,8661.9,8.39,62,Q Airways,Business,Mumbai,PayPal
FB3490,1571.76,7364.4,6.54,31,E Airlines,Economy,Delhi,Credit Card
FB3491,1175.47,3797.4,0.72,25,S Airlines,Premium Economy,Frankfurt,PayPal
FB3492,3856.63,5106.6,6.27,65,S Airlines,Business,Delhi,Net Banking
FB3493,2055.39,2847.1,3.87,30,Airways,Premium Economy,Dubai,Net Banking
FB3494,2654.12,11602.5,15.5,41,B Airways,Premium Economy,Delhi,Net Banking
FB3495,2563.16,1828.4,4.58,32,S Airlines,Premium Economy,Delhi,PayPal
FB3496,2970.94,4650.5,13.45,68,S Airlines,Business,Singapore,UPI
FB3497,4354.77,602.3,14.96,18,E Airlines,Economy,Singapore,Credit Card
FB3498,4907.55,2894.8,7.8,39,S Airlines,Economy,Frankfurt,Net Banking
FB3499,2156.4,9431.5,1.36,51,E Airlines,Business,Dubai,UPI
FB3500,4172.09,2653.8,1.41,67,B Airways,First,London,Cash
FB3501,3869.73,1236.7,1.15,68,Airways,Premium Economy,Dubai,UPI
FB3502,2952.94,5851.1,18.61,57,Airways,Premium Economy,Dubai,Cash
FB3503,4789.03,416.6,8.29,20,B Airways,Economy,Mumbai,PayPal
FB3504,1162.28,1291.8,20.01,72,B Airways,Business,Paris,UPI
FB3505,724.47,9749.2,11.08,43,Q Airways,Business,Delhi,PayPal
FB3506,4299.02,9326.2,11.6,31,S Airlines,First,Mumbai,Net Banking
FB3507,2307.92,11007.1,13.07,75,S Airlines,First,Frankfurt,UPI
FB3508,4265.45,10297.8,17.97,58,S Airlines,Economy,Paris,UPI
FB3509,4486.83,8293.2,7.2,78,E Airlines,First,Frankfurt,Net Banking
FB3510,499.8,912.3,3.48,25,Q Airways,First,Delhi,Cash
FB3511,4440.63,9459.3,14.12,66,S Airlines,Business,Frankfurt,Net Banking
FB3512,2351.93,10192.5,8.51,72,E Airlines,Business,Dubai,Credit Card
FB3513,2650.08,9649.3,11.34,72,E Airlines,First,New York,UPI
FB3514,3207.64,6249.2,16.35,73,Airways,Economy,Delhi,Credit Card
FB3515,4646.64,3025.0,12.61,33,E Airlines,First,London,Net Banking
FB3516,291.76,10190.4,15.7,59,B Airways,Economy,London,PayPal
FB3517,2488.85,8807.8,13.83,38,E Airlines,First,Dubai,Net Banking
FB3518,3501.07,11774.9,18.63,27,B Airways,Business,Frankfurt,Debit Card
FB3519,3668.99,2121.6,17.8,74,B Airways,Business,Singapore,Credit Card
FB3520,3524.16,2940.3,13.59,42,Airways,Economy,London,Debit Card
FB3521,845.29,2778.0,17.13,73,Airways,First,Dubai,Credit Card
FB3522,1637.1,9572.7,21.9,55,E Airlines,First,Mumbai,PayPal
FB3523,1921.83,2486.8,11.09,39,Airways,Economy,Singapore,Debit Card
FB3524,4061.3,1079.9,10.61,66,Airways,First,London,Debit Card
FB3525,1538.05,11983.2,19.22,78,S Airlines,Premium Economy,New York,Credit Card
FB3526,1211.38,590.4,14.77,65,E Airlines,Business,Dubai,Net Banking
FB3527,4795.75,10072.4,2.24,64,E Airlines,Business,Dubai,Cash
FB3528,242.54,4574.8,22.36,71,E Airlines,Economy,Mumbai,Net Banking
FB3529,4989.54,10146.9,1.25,63,Airways,First,New York,Cash
FB3530,3448.74,6789.1,18.84,21,Airways,Economy,Mumbai,Credit Card
FB3531,4176.65,10849.1,19.09,21,B Airways,Premium Economy,Singapore,UPI
FB3532,1614.17,11136.5,23.85,47,Q Airways,First,Paris,Net Banking
FB3533,268.71,406.4,1.83,19,Q Airways,Premium Economy,London,Debit Card
FB3534,3741.77,1182.3,15.12,46,Q Airways,Economy,Dubai,Net Banking
FB3535,4203.89,3229.2,10.98,60,S Airlines,Business,Singapore,Credit Card
FB3536,3754.29,8131.0,8.6,79,Airways,Premium Economy,Frankfurt,UPI
FB3537,885.68,10692.8,2.71,53,B Airways,First,Singapore,UPI
FB3538,3816.45,5681.3,14.29,38,B Airways,Economy,Frankfurt,Net Banking
FB3539,3890.83,7401.6,12.24,78,Q Airways,Economy,Mumbai,Net Banking
FB3540,3360.99,2505.4,3.06,77,S Airlines,Economy,Dubai,PayPal
FB3541,3877.36,9718.1,15.51,38,S Airlines,Business,Delhi,Net Banking
FB3542,4260.42,11617.7,18.58,65,Q Airways,Economy,Paris,Credit Card
FB3543,3145.3,3442.6,19.3,38,Q Airways,Economy,Paris,Cash
